Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
490,1526,0,115,630,630,0,630,286,0,0,86000
491,2665,0,264,264,616,688,1304,336,141,24,115000
492,9490,0,238,806,958,620,1578,240,0,0,133000
493,15578,0,728,728,728,728,1456,429,0,0,172785
494,7931,0,363,1269,1269,0,1269,308,0,0,155000
495,5784,0,190,190,886,0,886,273,144,20,91300
496,7879,0,225,720,720,0,720,0,0,523,34900
497,12692,0,1969,3200,3228,0,3228,546,264,75,430000
498,9120,0,697,1026,1133,687,1820,240,0,100,184000
499,7800,89,414,864,899,0,899,288,64,0,130000
500,7535,0,522,912,912,0,912,297,12,285,120000
501,1890,285,316,672,672,546,1218,264,144,28,113000
502,9803,0,466,866,866,902,1768,603,0,108,226700
503,9170,0,420,1214,1214,0,1214,461,0,0,140000
504,15602,0,254,1501,1801,0,1801,484,0,54,289000
505,2308,0,103,855,855,467,1322,440,260,0,147000
506,7596,360,960,960,960,1000,1960,400,0,0,124500
507,9554,125,397,777,1065,846,1911,471,182,81,215000
508,7862,0,1191,1218,1218,0,1218,676,0,102,208300
509,9600,0,548,689,689,689,1378,360,0,0,161000
510,9600,132,50,1041,1041,0,1041,270,224,88,124500
511,14559,70,178,1008,1363,0,1363,288,324,42,164900
512,6792,94,1368,1368,1368,0,1368,474,132,35,202665
513,9100,0,169,864,864,0,864,624,0,0,129900
514,9187,0,748,1084,1080,0,1080,484,120,0,134000
515,10594,0,768,768,789,0,789,200,0,0,96500
516,12220,305,570,2006,2020,0,2020,900,156,54,402861
517,10448,333,689,689,1378,741,2119,583,0,104,158000
518,10208,921,1264,1264,1277,1067,2344,889,220,0,265000
519,9531,0,88,794,882,914,1796,546,0,36,211000
520,10918,0,1276,1276,1276,804,2080,282,0,0,234000
521,10800,0,0,0,694,600,1294,0,220,114,106250
522,11988,0,467,1244,1244,0,1244,336,0,40,150000
523,5000,0,605,1004,1004,660,1664,420,0,24,159000
524,40094,762,878,3138,3138,1538,4676,884,208,406,184750
525,11787,594,660,1379,1383,1015,2398,834,239,60,315750
526,7500,0,1257,1257,1266,0,1266,453,38,144,176000
527,13300,0,551,928,928,0,928,252,261,0,132000
528,14948,268,122,1452,1476,1237,2713,858,126,66,446261
529,9098,0,180,528,605,0,605,0,0,0,86000
530,32668,,816,2035,2515,0,2515,484,0,0,200624
531,10200,219,678,1461,1509,0,1509,600,224,0,175000
532,6155,0,611,611,751,611,1362,502,0,0,128000
533,7200,0,0,0,827,0,827,392,0,0,107500
534,5000,0,0,0,334,0,334,0,0,0,39300
535,9056,0,707,707,707,707,1414,403,100,35,178000
536,7000,0,148,1117,820,527,1347,0,85,0,107500
537,8924,0,880,880,880,844,1724,527,120,155,188000
538,12735,0,264,864,864,0,864,576,216,0,111250
539,11553,188,378,1051,1159,0,1159,336,466,0,158000
540,11423,479,223,1581,1601,0,1601,670,180,0,272000
541,14601,584,578,1838,1838,0,1838,765,270,68,315000
542,11000,72,969,969,997,1288,2285,648,0,56,248000
543,10140,0,379,1650,1680,0,1680,583,78,73,213250
544,4058,182,0,723,767,0,767,367,120,40,133000
545,17104,0,100,654,664,832,1496,426,100,24,179665
546,13837,178,0,1204,1377,806,2183,786,0,0,229000
547,8737,0,765,1065,915,720,1635,440,0,38,210000
548,7244,0,149,768,768,0,768,624,104,0,129500
549,8235,0,0,825,825,0,825,720,140,50,125000
550,9375,0,912,912,912,1182,2094,615,182,182,263000
551,4043,0,510,1069,1069,0,1069,440,0,55,140000
552,6000,0,620,928,928,0,928,288,0,0,112500
553,11146,250,1709,1709,1717,0,1717,908,169,39,255500
554,8777,0,0,0,1126,0,1126,520,0,96,108000
555,10625,292,132,998,1006,1040,2046,871,320,62,284000
556,6380,0,993,993,1048,0,1048,280,0,0,113000
557,14850,0,197,1092,1092,0,1092,299,268,0,141000
558,11040,0,0,637,897,439,1336,570,0,47,108000
559,21872,0,125,729,729,717,1446,406,264,22,175000
560,3196,18,1374,1374,1557,0,1557,420,143,20,234000
561,11341,180,90,1392,1392,0,1392,528,0,0,121500
562,10010,0,195,1389,1389,0,1389,418,240,38,170000
563,13907,0,706,996,996,0,996,0,144,0,108000
564,21780,0,1163,1163,1163,511,1674,396,72,36,185000
565,13346,0,367,1095,1166,1129,2295,590,0,40,268000
566,6858,0,806,806,841,806,1647,216,0,66,128000
567,11198,245,1122,1122,1134,1370,2504,656,144,39,325000
568,10171,168,1515,1517,1535,0,1535,532,0,0,214000
569,12327,0,55,1496,1496,636,2132,612,349,40,316600
570,7032,0,0,943,943,0,943,600,42,0,135960
571,13101,108,1497,1728,1728,0,1728,576,0,0,142600
572,7332,207,450,864,864,0,864,288,168,0,120000
573,13159,0,846,846,846,846,1692,650,208,114,224500
574,9967,0,384,384,774,656,1430,400,100,0,170000
575,10500,82,23,372,576,533,1109,288,35,0,139000
576,8480,0,390,832,832,384,1216,336,158,0,118500
577,6292,0,861,861,877,600,1477,216,0,50,145000
578,11777,97,285,1164,1320,0,1320,564,160,68,164500
579,3604,0,689,689,703,689,1392,540,0,102,146000
580,12150,335,1050,1050,1050,745,1795,352,0,0,131500
581,14585,85,331,1144,1429,0,1429,572,216,110,181900
582,12704,306,2042,2042,2042,0,2042,1390,0,90,253293
583,11841,104,0,816,816,0,816,0,0,32,118500
584,13500,0,1237,1237,1521,1254,2775,880,105,502,325000
585,6120,0,884,884,989,584,1573,240,0,0,133000
586,11443,208,408,1868,2028,0,2028,880,326,66,369900
587,10267,0,0,816,838,0,838,275,0,0,130000
588,8740,0,168,840,860,0,860,528,0,0,137000
589,25095,0,113,1437,1473,0,1473,452,0,48,143000
590,9100,0,742,742,779,0,935,308,0,0,79500
591,8320,0,280,770,770,812,1582,520,0,45,185900
592,13478,420,384,1722,1728,568,2296,842,382,274,451950
593,6600,0,0,816,816,0,816,816,0,0,138000
594,4435,170,163,848,848,0,848,420,140,0,140000
595,7990,0,924,924,924,0,924,280,0,0,110000
596,11302,238,392,1814,1826,0,1826,758,180,75,319000
597,3600,0,684,684,684,684,1368,216,0,158,114504
598,3922,72,1258,1258,1402,0,1402,648,120,16,194201
599,12984,459,0,1430,1647,0,1647,621,0,0,217500
600,1950,0,23,716,716,840,1556,452,161,0,151000
601,10927,280,512,1058,1058,846,1904,736,179,60,275000
602,9000,0,780,780,780,595,1375,544,0,162,141000
603,10041,0,119,908,927,988,1915,506,120,150,220000
604,3182,0,600,600,600,600,1200,480,0,172,151000
605,12803,99,572,1494,1494,0,1494,530,192,36,221000
606,13600,176,314,768,1186,800,1986,486,0,42,205000
607,12464,0,308,1040,1040,0,1040,576,168,0,152000
608,7800,0,293,896,1112,896,2008,230,103,0,225000
609,12168,0,537,965,1940,1254,3194,380,0,0,359100
610,7943,192,126,1029,1029,0,1029,261,64,0,118500
611,11050,204,536,1440,1476,677,2153,736,253,142,313000
612,10395,233,427,1032,1032,0,1032,564,0,0,148000
613,11885,108,309,1299,1299,573,1872,531,160,122,261500
614,8402,0,914,1120,1120,0,1120,0,0,30,147000
615,1491,0,0,630,630,0,630,0,96,24,75500
616,8800,156,173,936,1054,0,1054,480,120,0,137500
617,7861,0,326,783,807,702,1509,393,100,75,183200
618,7227,0,832,832,832,0,832,528,0,0,105500
619,11694,452,1774,1822,1828,0,1828,774,0,108,314813
620,12244,226,611,1482,1482,780,2262,749,168,0,305000
621,8248,0,823,864,864,0,864,0,0,0,67000
622,10800,0,384,1522,1548,1066,2614,624,38,243,240000
623,7064,153,420,980,980,0,980,484,192,0,135000
624,2117,513,336,756,756,756,1512,440,0,32,168500
625,10400,288,485,732,1012,778,1790,484,148,0,165150
626,10000,261,1116,1116,1116,0,1116,440,0,0,160000
627,12342,0,978,978,1422,0,1422,286,0,0,139900
628,9600,164,350,1156,1520,0,1520,364,0,0,153000
629,11606,192,390,1040,1040,1040,2080,504,335,0,135000
630,9020,259,288,1248,1350,0,1350,520,176,0,168500
631,9000,0,636,636,1089,661,1750,240,0,0,124000
632,4590,108,1530,1554,1554,0,1554,627,156,73,209500
633,11900,209,564,1386,1411,0,1411,544,192,0,82500
634,9250,0,108,1056,1056,0,1056,260,390,0,139400
635,6979,0,0,1056,1056,0,1056,576,264,56,144000
636,10896,0,1184,1440,1440,1440,3395,0,0,110,200000
637,6120,0,264,264,800,0,800,0,0,0,60000
638,6000,0,811,811,811,576,1387,256,0,0,93000
639,8777,0,796,796,796,0,796,0,328,0,85000
640,3982,0,366,1520,1567,0,1567,648,312,0,264561
641,12677,472,300,1518,1518,0,1518,588,185,140,274000
642,7050,0,319,1057,1057,872,1929,650,0,235,226000
643,13860,0,542,1952,2000,704,2704,538,269,111,345000
644,10793,263,0,780,780,840,1620,462,208,0,152000
645,9187,162,645,1766,1766,0,1766,478,195,130,370878
646,10530,0,664,981,981,0,981,576,0,312,143250
647,7200,0,0,0,1048,0,1048,420,0,27,98300
648,10452,216,594,1094,1094,0,1094,495,0,0,155000
649,7700,351,756,756,1051,788,1839,442,0,124,155000
650,1936,0,0,630,630,0,630,0,0,0,84500
651,8125,,813,813,822,843,1665,562,0,0,205950
652,9084,0,755,755,755,755,1510,296,120,0,108000
653,8750,0,880,880,909,807,1716,512,0,120,191000
654,10320,0,756,756,756,713,1469,216,57,0,135000
655,10437,660,413,2109,2113,0,2113,839,236,46,350000
656,1680,381,525,525,525,567,1092,264,0,0,88000
657,10007,54,247,1053,1053,0,1053,312,0,0,145500
658,7200,0,776,776,851,651,1502,270,0,0,149000
659,17503,0,912,912,912,546,1458,330,192,0,97500
660,9937,0,849,1486,1486,0,1486,480,0,0,167000
661,12384,233,793,793,1142,793,1935,550,0,113,197900
662,46589,528,88,1629,1686,762,2448,711,517,76,402000
663,13560,216,1392,1392,1392,0,1392,576,0,0,110000
664,10012,0,38,1138,1181,0,1181,588,0,0,137500
665,20896,0,356,2077,2097,0,2097,1134,192,267,423000
666,11194,40,1406,1406,1454,482,1936,504,188,124,230500
667,18450,113,111,1021,1465,915,2380,596,0,265,129000
668,8125,258,270,1408,1679,0,1679,575,224,42,193500
669,14175,0,200,1188,1437,0,1437,576,304,0,168000
670,11600,0,700,700,1180,0,1180,252,0,0,137500
671,8633,0,545,738,738,738,1476,540,100,35,173500
672,6629,0,121,672,697,672,1369,300,147,0,103600
673,11250,0,441,1208,1208,0,1208,546,198,42,165000
674,14442,106,291,1477,1839,0,1839,416,0,87,257500
675,9200,0,244,1136,1136,0,1136,384,426,0,140000
676,2289,0,544,855,855,586,1441,440,28,0,148500
677,9600,0,1095,1095,1095,679,1774,779,0,0,87000
678,9022,0,768,768,792,0,792,240,316,0,109500
679,11844,464,2046,2046,2046,0,2046,834,322,82,372500
680,9945,57,161,988,988,0,988,572,0,0,128500
681,8012,0,261,923,923,0,923,264,80,0,143000
682,4500,0,611,793,848,672,1520,281,0,0,159434
683,2887,0,288,1291,1291,0,1291,431,307,0,173000
684,11248,215,567,1626,1668,0,1668,702,257,45,285000
685,16770,30,1195,1195,1195,644,1839,486,0,81,221000
686,5062,0,180,1190,1190,900,2090,577,219,0,207500
687,10207,0,874,874,874,887,1761,578,144,105,227875
688,5105,0,312,551,551,551,1102,480,0,60,148800
689,8089,0,474,1419,1419,0,1419,567,140,0,392000
690,7577,256,1342,1362,1362,0,1362,460,192,28,194700
691,4426,147,151,848,848,0,848,420,149,0,141000
692,21535,1170,989,2444,2444,1872,4316,832,382,50,755000
693,26178,293,245,1210,1238,1281,2519,628,320,27,335000
694,5400,0,1073,1073,1073,0,1073,326,0,0,108480
695,6120,0,927,927,1067,472,1539,576,112,0,141500
696,13811,72,92,1112,1137,0,1137,551,125,0,176000
697,6000,0,0,616,616,0,616,205,0,0,89000
698,6420,0,219,980,1148,0,1148,308,0,0,123500
699,8450,0,224,894,894,0,894,336,416,144,138500
700,4282,0,1375,1391,1391,0,1391,530,156,158,196000
701,14331,630,526,1800,1800,0,1800,765,270,78,312500
702,9600,168,1164,1164,1164,0,1164,528,0,0,140000
703,12438,466,1234,1234,1264,1312,2576,666,324,100,361919
704,7630,0,360,360,1032,780,1812,672,344,0,140000
705,8400,109,761,1473,1484,0,1484,606,0,35,213000
706,5600,0,0,0,372,720,1092,0,0,0,55000
707,115149,351,424,1643,1824,0,1824,739,380,48,302000
708,6240,176,461,1324,1324,0,1324,550,192,38,254000
709,9018,0,728,728,728,728,1456,400,100,24,179540
710,7162,41,876,876,904,0,904,408,0,0,109900
711,4130,0,270,270,729,0,729,0,0,0,52000
712,8712,0,859,859,859,319,1178,384,68,0,102776
713,4671,0,461,1228,1228,0,1228,472,168,120,189000
714,9873,160,171,960,960,0,960,576,0,288,129000
715,13517,289,192,725,725,754,1479,475,0,44,130500
716,10140,174,1064,1064,1350,0,1350,478,0,0,165000
717,10800,0,718,718,1576,978,2554,704,0,48,159500
718,10000,0,92,1176,1178,0,1178,439,224,0,157000
719,10542,651,138,1311,1325,1093,2418,983,250,154,341000
720,9920,0,448,971,971,0,971,300,0,0,128500
721,6563,0,594,1742,1742,0,1742,564,114,28,275000
722,4426,169,186,848,848,0,848,420,160,0,143000
723,8120,0,673,864,864,0,864,463,0,0,124500
724,8172,0,941,941,997,473,1470,548,0,0,135000
725,13286,340,464,1698,1698,0,1698,768,327,64,320000
726,6960,0,250,864,864,0,864,660,96,0,120500
727,21695,260,72,880,1680,0,1680,540,292,44,222000
728,7314,82,508,1232,1232,0,1232,632,132,0,194500
729,11475,95,1584,1584,1776,0,1776,888,0,25,110000
730,6240,0,628,780,848,0,1208,539,0,23,103000
731,5389,0,415,1595,1616,0,1616,608,237,152,236500
732,9590,442,82,868,1146,0,1146,438,160,22,187500
733,11404,202,901,1153,1153,878,2031,541,192,84,222500
734,10000,0,270,864,1144,0,1144,264,165,0,131400
735,8978,0,948,948,948,0,948,300,147,0,108000
736,10800,0,490,880,880,888,1768,320,0,341,163000
737,8544,0,0,0,1040,0,1040,400,0,0,93500
738,10463,0,893,893,901,900,1801,800,0,116,239900
739,10800,0,0,1200,1200,0,1200,0,120,0,179000
740,9313,0,864,864,864,864,1728,572,187,56,190000
741,9600,0,264,264,768,664,1432,360,270,0,132000
742,6768,0,80,912,912,0,912,288,168,0,142000
743,8450,108,1349,1349,1349,0,1349,539,120,55,179000
744,12886,0,76,520,1464,0,1464,480,302,0,175000
745,5395,0,604,1337,1337,0,1337,462,96,0,180000
746,8963,289,487,1142,1175,1540,2715,831,0,204,299800
747,8795,0,652,952,980,1276,2256,554,224,54,236000
748,11700,0,1240,1240,1320,1320,2640,864,181,0,265979
749,10593,338,801,1720,1720,0,1720,527,240,56,260400
750,8405,0,0,0,1088,441,1529,240,92,0,98000
751,8800,0,576,576,792,348,1140,0,0,160,96500
752,7750,0,660,660,660,660,1320,400,0,48,162000
753,9236,0,279,1479,1494,0,1494,576,168,27,217000
754,10240,178,1030,1030,1038,1060,2098,878,192,52,275500
755,7930,0,115,1026,1026,0,1026,440,171,48,156000
756,3230,894,348,729,742,729,1471,440,0,24,172500
757,10769,0,846,866,866,902,1768,578,144,105,212000
758,11616,328,234,672,672,714,1386,440,335,0,158900
759,2280,360,195,744,757,744,1501,440,0,0,179400
760,12257,513,1198,1318,1328,1203,2531,752,222,98,290000
761,9100,0,252,864,864,0,864,300,0,0,127500
762,6911,0,740,1145,1301,0,1301,440,0,0,100000
763,8640,0,732,756,764,783,1547,614,169,45,215200
764,9430,673,89,1252,1268,1097,2365,856,0,128,337000
765,9549,0,0,1494,1494,0,1494,481,0,30,270000
766,14587,284,1498,1498,1506,0,1506,592,0,174,264132
767,10421,42,586,980,980,734,1714,496,228,66,196500
768,12508,0,323,983,983,767,1750,423,245,0,160000
769,9100,0,1836,1860,1836,0,1836,484,120,33,216837
770,53504,603,234,1650,1690,1589,3279,841,503,36,538000
771,7252,0,173,858,858,0,858,576,120,0,134900
772,8877,0,0,836,1220,0,1220,396,0,0,102000
773,7819,0,480,1029,1117,0,1117,672,144,0,107000
774,10150,1,456,912,912,0,912,275,0,0,114500
775,14226,375,1935,1935,1973,0,1973,895,315,45,395000
776,4500,320,338,1204,1204,0,1204,412,0,247,162000
777,11210,240,1594,1614,1614,0,1614,865,144,59,221500
778,13350,0,102,864,894,0,894,440,241,0,142500
779,8400,320,0,0,2020,0,2020,630,0,0,144000
780,10530,90,0,975,1004,0,1004,504,0,0,135000
781,7875,38,1237,1237,1253,0,1253,402,220,21,176000
782,7153,0,374,761,810,793,1603,484,0,124,175900
783,16285,0,1413,1413,1430,0,1430,605,0,33,187100
784,9101,104,0,1097,1110,0,1110,602,303,30,165500
785,6300,0,742,742,742,742,1484,0,0,291,128000
786,9790,0,491,1372,1342,0,1342,457,0,0,161500
787,10800,0,0,686,966,686,1652,416,0,0,139000
788,10142,0,300,956,956,1128,2084,618,0,45,233000
789,6000,0,901,901,901,0,901,281,0,0,107900
790,12205,157,264,832,976,1111,2087,444,133,168,187500
791,3182,11,1129,1145,1145,0,1145,397,100,16,160200
792,11333,0,490,1029,1062,0,1062,539,120,0,146800
793,9920,0,255,1117,1127,886,2013,455,180,130,269790
794,9158,140,1496,1496,1496,0,1496,474,168,130,225000
795,10832,0,712,712,1086,809,1895,409,143,46,194500
796,8400,130,650,650,888,676,1564,476,0,50,171000
797,8197,148,660,660,1285,0,1285,528,138,0,143500
798,7677,0,203,773,773,0,773,240,0,0,110000
799,13518,860,1926,1926,1966,1174,3140,820,144,78,485000
800,7200,252,162,731,981,787,1768,240,0,0,175000
801,12798,0,154,616,616,1072,1688,603,403,114,200000
802,4800,0,999,1196,1196,0,1196,440,0,0,109900
803,8199,0,80,728,728,728,1456,410,36,18,189000
804,13891,424,1734,1734,1734,1088,2822,1020,52,170,582933
805,9000,0,124,936,1128,0,1128,286,0,0,118000
806,12274,256,1417,1417,1428,0,1428,554,0,60,227680
807,9750,0,100,980,980,0,980,384,68,0,135500
808,21384,0,15,1324,1072,504,1576,528,0,312,223500
809,13400,1047,380,1024,1086,0,1086,484,0,0,159950
810,8100,0,849,849,1075,1063,2138,360,40,156,106000
811,10140,99,0,1040,1309,0,1309,484,265,0,181000
812,4438,169,186,848,848,0,848,420,140,0,144500
813,8712,0,540,540,1044,0,1044,504,0,0,55993
814,9750,243,834,1442,1442,0,1442,301,0,0,157900
815,8248,0,686,686,686,564,1250,280,207,0,116000
816,12137,442,1649,1649,1661,0,1661,598,0,34,224900
817,11425,0,522,1008,1008,0,1008,275,0,0,137000
818,13265,148,350,1568,1689,0,1689,857,150,59,271000
819,8816,80,506,1010,1052,0,1052,440,0,0,155000
820,6371,128,625,1358,1358,0,1358,484,192,35,224000
821,7226,0,798,798,798,842,1640,595,0,45,183000
822,6000,0,936,936,936,0,936,576,0,32,93000
823,12394,0,847,847,847,886,1733,433,100,48,225000
824,9900,0,778,778,944,545,1489,240,335,0,139500
825,11216,0,1489,1489,1489,0,1489,776,0,140,232600
826,14803,816,442,2078,2084,0,2084,1220,188,45,385000
827,6130,0,0,784,784,0,784,0,0,0,109500
828,8529,0,1434,1454,1434,0,1434,527,290,39,189000
829,28698,0,0,1013,1160,966,2126,538,486,0,185000
830,2544,0,600,600,520,623,1223,480,0,166,147400
831,11900,387,352,1392,1392,0,1392,458,0,0,166000
832,3180,0,600,600,520,600,1200,480,0,166,151000
833,9548,223,458,941,941,888,1829,613,192,39,237000
834,10004,180,975,1516,1516,0,1516,472,0,0,167000
835,7875,136,572,1144,1144,0,1144,456,0,0,139950
836,9600,0,625,1067,1067,0,1067,436,290,0,128000
837,8100,0,1221,1559,1559,0,1559,812,0,116,153500
838,1680,158,153,483,483,504,987,264,0,0,100000
839,9525,0,1099,1099,1099,0,1099,352,278,0,144000
840,11767,0,416,768,768,432,1200,240,0,0,130500
841,12155,0,516,672,810,672,1482,400,0,0,140000
842,10440,0,650,650,958,581,1539,686,70,78,157500
843,9020,183,276,1127,1165,0,1165,490,0,129,174900
844,8000,0,1800,1800,1800,0,1800,0,0,0,141000
845,12665,0,876,876,876,540,1416,720,418,0,153900
846,16647,0,0,1390,1701,0,1701,611,0,0,171000
847,9317,137,227,740,1006,769,1775,425,234,72,213000
848,15523,0,404,864,864,0,864,338,0,0,133500
849,45600,0,907,907,1307,1051,2358,360,486,40,240000
850,9600,360,528,528,1094,761,1855,512,113,100,187000
851,4435,170,189,848,848,0,848,420,140,0,131500
852,3196,40,1273,1273,1456,0,1456,400,143,20,215000
853,7128,0,554,918,918,728,1646,240,0,0,164000
854,12095,115,563,1127,1445,0,1445,645,180,0,158000
855,17920,0,372,1763,1779,0,1779,454,0,418,170000
856,6897,0,381,1040,1040,0,1040,260,0,104,127000
857,10970,0,0,940,1026,0,1026,576,0,0,147000
858,8125,0,702,702,702,779,1481,343,0,36,174000
859,10400,189,1090,1090,1370,0,1370,479,0,0,152000
860,11029,220,435,1054,1512,1142,2654,619,0,65,250000
861,7642,0,912,912,912,514,1426,216,0,240,189950
862,11625,0,198,1039,1039,0,1039,504,0,0,131500
863,9672,0,702,1040,1097,0,1097,480,0,0,152000
864,7931,0,0,1148,1148,0,1148,672,0,0,132500
865,8640,0,1372,1372,1372,0,1372,529,0,140,250580
866,8750,76,174,1002,1002,0,1002,902,0,0,148500
867,10656,274,1638,1638,1646,0,1646,870,192,80,248900
868,6970,0,108,1040,1120,0,1120,544,168,0,129000
869,14762,0,0,0,1547,720,2320,672,120,144,169000
870,9938,246,300,1050,1062,887,1949,574,156,90,236000
871,6600,0,894,894,894,0,894,308,0,0,109500
872,8750,116,299,804,804,878,1682,523,0,77,200500
873,8892,0,105,105,910,0,910,414,196,0,116000
874,12144,0,457,832,1036,0,1268,288,0,28,133000
875,5720,0,676,676,676,455,1131,200,26,0,66500
876,9000,0,1120,1184,1184,1426,2610,550,208,364,303477
877,25286,0,431,1064,1040,0,1040,648,0,0,132250
878,8834,216,292,1462,1462,762,2224,738,184,0,350000
879,11782,0,210,1109,1155,0,1155,576,192,0,148000
880,7000,90,218,864,864,0,864,336,0,0,136500
881,7024,0,110,1090,1090,0,1090,450,0,49,157000
882,13758,117,254,1156,1187,530,1717,400,168,36,187500
883,9636,0,808,808,808,785,1593,389,342,40,178000
884,6204,0,795,795,954,795,2230,440,0,188,118500
885,7150,60,460,892,892,0,892,288,0,0,100000
886,5119,60,460,1698,1709,0,1709,506,97,65,328900
887,8393,122,1098,1626,1712,0,1712,588,272,54,145000
888,16466,0,816,816,872,521,1393,300,121,0,135500
889,15865,0,1043,2217,2217,0,2217,621,81,207,268000
890,12160,90,481,1505,1505,0,1505,505,0,0,149500
891,8064,0,672,672,672,252,924,576,0,0,122900
892,11184,92,192,918,918,765,1683,440,243,0,172500
893,8414,0,396,1059,1068,0,1068,264,192,0,154500
894,13284,0,319,1383,1383,0,1383,354,511,116,165000
895,7018,0,0,0,1535,0,1535,400,0,0,118858
896,7056,415,380,780,983,813,1796,483,0,50,140000
897,8765,0,666,951,951,0,951,327,0,28,106500
898,7018,0,0,0,1120,1120,2240,528,154,0,142953
899,12919,760,142,2330,2364,0,2364,820,0,67,611657
900,6993,0,447,912,1236,0,1236,288,0,0,135000
901,7340,0,536,858,858,0,858,684,0,0,110000
902,8712,0,132,992,1306,0,1306,756,0,0,153000
903,7875,0,783,783,807,702,1509,393,0,75,180000
904,14859,27,1670,1670,1670,0,1670,690,144,60,240000
905,6173,75,277,876,902,0,902,288,0,0,125500
906,9920,110,412,1056,1063,0,1063,280,0,0,128000
907,13501,208,1560,1623,1636,0,1636,865,0,60,255000
908,11500,0,794,1017,1020,1037,2057,180,0,0,250000
909,8885,0,239,864,902,0,902,484,164,0,131000
910,12589,0,742,742,742,742,1484,390,36,24,174000
911,11600,361,662,1105,1105,1169,2274,480,0,0,154300
912,9286,0,1072,1268,1268,0,1268,252,173,0,143500
913,6120,0,279,768,1015,0,1015,450,0,0,88000
914,6270,0,717,1001,1001,1001,2002,871,0,0,145000
915,3000,76,318,612,612,612,1224,528,0,234,173733
916,2001,80,546,546,546,546,1092,286,0,0,75000
917,9000,0,430,480,480,0,480,308,0,0,35311
918,17140,0,75,1134,1229,0,1229,284,0,0,135000
919,13125,0,422,1104,912,1215,2127,833,72,192,238000
920,11029,0,245,1184,1414,0,1414,601,0,51,176500
921,8462,105,114,928,936,785,1721,471,300,87,201000
922,8777,0,188,1272,1272,928,2200,0,0,70,145900
923,10237,0,1288,1316,1316,0,1316,397,100,0,169990
924,8012,0,598,1604,1617,0,1617,533,0,69,193000
925,10240,157,0,1686,1686,0,1686,612,384,131,207500
926,15611,0,266,1126,1126,0,1126,540,180,0,175000
927,11999,340,1181,1181,1234,1140,2374,656,104,100,285000
928,9900,342,280,832,1098,880,1978,486,0,43,176000
929,11838,0,1753,1753,1788,0,1788,522,202,151,236500
930,13006,285,964,964,993,1243,2236,642,0,0,222000
931,8925,0,1450,1466,1466,0,1466,610,100,18,201000
932,9100,0,121,925,925,0,925,429,0,0,117500
933,11670,302,1905,1905,1905,0,1905,788,0,191,320000
934,8487,210,1480,1500,1500,0,1500,570,192,36,190000
935,27650,0,160,585,2069,0,2069,505,0,0,242000
936,5825,108,600,600,747,0,747,528,0,0,79900
937,10083,,343,1176,1200,0,1200,555,0,41,184900
938,9675,0,772,1113,1113,858,1971,689,0,48,253000
939,8760,0,927,1391,1391,571,1962,868,0,90,239799
940,24090,0,1032,1032,1207,1196,2403,349,56,0,244400
941,12640,0,396,1728,1728,0,1728,574,40,0,150900
942,8755,298,220,992,1022,1038,2060,390,0,0,214000
943,7711,0,0,1440,1440,0,1440,0,321,0,150000
944,25000,0,1632,1632,1632,0,1632,576,0,0,143000
945,14375,541,354,819,1344,0,1344,525,0,118,137500
946,8820,0,0,1088,1188,561,1869,456,48,0,124900
947,8163,128,102,1144,1144,0,1144,796,86,0,143000
948,14536,236,316,1616,1629,0,1629,808,0,252,270000
949,14006,144,936,936,936,840,1776,474,144,96,192500
950,9360,0,179,1161,1381,0,1381,676,0,0,197500
951,7200,0,317,864,864,0,864,720,194,0,129000
952,7800,0,187,828,965,0,965,300,421,0,119900
953,7200,0,108,768,768,0,768,396,192,0,133900
954,11075,232,29,784,1168,800,1968,530,305,189,172000
955,9400,250,0,945,980,0,980,0,0,0,127500
956,7136,423,495,979,979,979,1958,492,0,0,145000
957,1300,0,276,561,561,668,1229,462,150,0,124000
958,7420,0,640,1057,1057,0,1057,576,0,0,132000
959,8450,0,638,1337,1337,0,1337,531,0,39,185000
960,2572,0,92,696,696,720,1416,484,0,44,155000
961,7207,0,162,858,858,0,858,0,117,0,116500
962,12227,424,434,1330,1542,1330,2872,619,550,282,272000
963,2308,0,248,804,804,744,1548,440,48,0,155000
964,11923,0,1800,1800,1800,0,1800,702,288,136,239000
965,11316,44,193,817,824,1070,1894,510,0,40,214900
966,10237,0,783,783,783,701,1484,393,0,72,178900
967,9600,0,300,728,976,332,1308,256,0,70,160000
968,7390,151,196,1098,1098,0,1098,260,0,0,135000
969,5925,0,600,600,600,368,968,0,0,0,37900
970,10382,105,75,588,1095,0,1095,264,0,0,140000
971,10800,0,720,720,720,472,1192,0,0,0,135000
972,2268,106,197,764,764,862,1626,474,0,27,173000
973,7892,0,918,918,918,0,918,264,28,0,99500
974,11639,,1428,1428,1428,0,1428,480,0,120,182000
975,11414,0,728,728,1136,883,2019,532,509,135,167500
976,2651,0,32,673,673,709,1382,490,153,50,165000
977,5900,0,440,440,869,0,869,0,0,0,85500
978,4274,,135,1241,1241,0,1241,569,0,116,199900
979,9450,0,342,894,894,0,894,400,0,0,110000
980,8816,0,470,1121,1121,0,1121,480,0,80,139000
981,12122,210,77,944,999,0,999,588,144,76,178400
982,12203,975,371,1225,1276,1336,2612,676,250,0,336000
983,3182,16,1266,1266,1266,0,1266,388,100,16,159895
